day,category,channel,device,revenue_krw
2026-06-01,ct4,ch04,dv2,106
2026-07-01,ct0,ch04,dv3,100
2026-06-01,ct1,ch04,dv3,101
2026-07-01,ct2,ch04,dv3,102
2026-06-01,ct3,ch04,dv3,103
2026-07-01,ct4,ch04,dv3,104
2026-06-01,ct0,ch04,dv4,105
2026-07-01,ct1,ch04,dv4,106
2026-06-01,ct2,ch04,dv4,100
2026-07-01,ct3,ch04,dv4,101
2026-06-01,ct4,ch04,dv4,102
2026-07-01,ct0,ch04,dv5,103
2026-06-01,ct1,ch04,dv5,104
2026-07-01,ct2,ch04,dv5,105
2026-06-01,ct3,ch04,dv5,106
2026-07-01,ct4,ch04,dv5,100
2026-06-01,ct0,ch04,dv6,101
2026-07-01,ct1,ch04,dv6,102
2026-06-01,ct2,ch04,dv6,103
2026-07-01,ct3,ch04,dv6,104
2026-06-01,ct4,ch04,dv6,105
2026-07-01,ct0,ch04,dv7,106
2026-06-01,ct1,ch04,dv7,100
2026-07-01,ct2,ch04,dv7,101
2026-06-01,ct3,ch04,dv7,102
2026-07-01,ct4,ch04,dv7,103
2026-06-01,ct0,ch05,dv0,104
2026-07-01,ct1,ch05,dv0,105
2026-06-01,ct2,ch05,dv0,106
2026-07-01,ct3,ch05,dv0,100
2026-06-01,ct4,ch05,dv0,101
2026-07-01,ct0,ch05,dv1,102
2026-06-01,ct1,ch05,dv1,103
2026-07-01,ct2,ch05,dv1,104
2026-06-01,ct3,ch05,dv1,105
2026-07-01,ct4,ch05,dv1,106
2026-06-01,ct0,ch05,dv2,100
2026-07-01,ct1,ch05,dv2,101
2026-06-01,ct2,ch05,dv2,102
2026-07-01,ct3,ch05,dv2,103
2026-06-01,ct4,ch05,dv2,104
2026-07-01,ct0,ch05,dv3,105
2026-06-01,ct1,ch05,dv3,106
2026-07-01,ct2,ch05,dv3,100
2026-06-01,ct3,ch05,dv3,101
2026-07-01,ct4,ch05,dv3,102
2026-06-01,ct0,ch05,dv4,103
2026-07-01,ct1,ch05,dv4,104
2026-06-01,ct2,ch05,dv4,105
2026-07-01,ct3,ch05,dv4,106
2026-06-01,ct4,ch05,dv4,100
2026-07-01,ct0,ch05,dv5,101
2026-06-01,ct1,ch05,dv5,102
2026-07-01,ct2,ch05,dv5,103
2026-06-01,ct3,ch05,dv5,104
2026-07-01,ct4,ch05,dv5,105
2026-06-01,ct0,ch05,dv6,106
2026-07-01,ct1,ch05,dv6,100
2026-06-01,ct2,ch05,dv6,101
2026-07-01,ct3,ch05,dv6,102
2026-06-01,ct4,ch05,dv6,103
2026-07-01,ct0,ch05,dv7,104
2026-06-01,ct1,ch05,dv7,105
2026-07-01,ct2,ch05,dv7,106
2026-06-01,ct3,ch05,dv7,100
2026-07-01,ct4,ch05,dv7,101
2026-06-01,ct0,ch06,dv0,102
2026-07-01,ct1,ch06,dv0,103
2026-06-01,ct2,ch06,dv0,104
2026-07-01,ct3,ch06,dv0,105
2026-06-01,ct4,ch06,dv0,106
2026-07-01,ct0,ch06,dv1,100
2026-06-01,ct1,ch06,dv1,101
2026-07-01,ct2,ch06,dv1,102
2026-06-01,ct3,ch06,dv1,103
2026-07-01,ct4,ch06,dv1,104
2026-06-01,ct0,ch06,dv2,105
2026-07-01,ct1,ch06,dv2,106
2026-06-01,ct2,ch06,dv2,100
2026-07-01,ct3,ch06,dv2,101
2026-06-01,ct4,ch06,dv2,102
2026-07-01,ct0,ch06,dv3,103
2026-06-01,ct1,ch06,dv3,104
2026-07-01,ct2,ch06,dv3,105
2026-06-01,ct3,ch06,dv3,106
2026-07-01,ct4,ch06,dv3,100
2026-06-01,ct0,ch06,dv4,101
2026-07-01,ct1,ch06,dv4,102
2026-06-01,ct2,ch06,dv4,103
2026-07-01,ct3,ch06,dv4,104
2026-06-01,ct4,ch06,dv4,105
2026-07-01,ct0,ch06,dv5,106
2026-06-01,ct1,ch06,dv5,100
2026-07-01,ct2,ch06,dv5,101
2026-06-01,ct3,ch06,dv5,102
2026-07-01,ct4,ch06,dv5,103
2026-06-01,ct0,ch06,dv6,104
2026-07-01,ct1,ch06,dv6,105
2026-06-01,ct2,ch06,dv6,106
2026-07-01,ct3,ch06,dv6,100
2026-06-01,ct4,ch06,dv6,101
2026-07-01,ct0,ch06,dv7,102
2026-06-01,ct1,ch06,dv7,103
2026-07-01,ct2,ch06,dv7,104
2026-06-01,ct3,ch06,dv7,105
2026-07-01,ct4,ch06,dv7,106
2026-06-01,ct0,ch07,dv0,100
2026-07-01,ct1,ch07,dv0,101
2026-06-01,ct2,ch07,dv0,102
2026-07-01,ct3,ch07,dv0,103
2026-06-01,ct4,ch07,dv0,104
2026-07-01,ct0,ch07,dv1,105
2026-06-01,ct1,ch07,dv1,106
2026-07-01,ct2,ch07,dv1,100
2026-06-01,ct3,ch07,dv1,101
2026-07-01,ct4,ch07,dv1,102
2026-06-01,ct0,ch07,dv2,103
2026-07-01,ct1,ch07,dv2,104
2026-06-01,ct2,ch07,dv2,105
2026-07-01,ct3,ch07,dv2,106
2026-06-01,ct4,ch07,dv2,100
2026-07-01,ct0,ch07,dv3,101
2026-06-01,ct1,ch07,dv3,102
2026-07-01,ct2,ch07,dv3,103
2026-06-01,ct3,ch07,dv3,104
2026-07-01,ct4,ch07,dv3,105
2026-06-01,ct0,ch07,dv4,106
2026-07-01,ct1,ch07,dv4,100
2026-06-01,ct2,ch07,dv4,101
2026-07-01,ct3,ch07,dv4,102
2026-06-01,ct4,ch07,dv4,103
2026-07-01,ct0,ch07,dv5,104
2026-06-01,ct1,ch07,dv5,105
2026-07-01,ct2,ch07,dv5,106
2026-06-01,ct3,ch07,dv5,100
2026-07-01,ct4,ch07,dv5,101
2026-06-01,ct0,ch07,dv6,102
2026-07-01,ct1,ch07,dv6,103
2026-06-01,ct2,ch07,dv6,104
2026-07-01,ct3,ch07,dv6,105
2026-06-01,ct4,ch07,dv6,106
2026-07-01,ct0,ch07,dv7,100
2026-06-01,ct1,ch07,dv7,101
2026-07-01,ct2,ch07,dv7,102
2026-06-01,ct3,ch07,dv7,103
2026-07-01,ct4,ch07,dv7,104
2026-06-01,ct0,ch08,dv0,105
2026-07-01,ct1,ch08,dv0,106
2026-06-01,ct2,ch08,dv0,100
2026-07-01,ct3,ch08,dv0,101
2026-06-01,ct4,ch08,dv0,102
2026-07-01,ct0,ch08,dv1,103
2026-06-01,ct1,ch08,dv1,104
2026-07-01,ct2,ch08,dv1,105
2026-06-01,ct3,ch08,dv1,106
2026-07-01,ct4,ch08,dv1,100
2026-06-01,ct0,ch08,dv2,101
2026-07-01,ct1,ch08,dv2,102
2026-06-01,ct2,ch08,dv2,103
2026-07-01,ct3,ch08,dv2,104
2026-06-01,ct4,ch08,dv2,105
2026-07-01,ct0,ch08,dv3,106
2026-06-01,ct1,ch08,dv3,100
2026-07-01,ct2,ch08,dv3,101
2026-06-01,ct3,ch08,dv3,102
2026-07-01,ct4,ch08,dv3,103
2026-06-01,ct0,ch08,dv4,104
2026-07-01,ct1,ch08,dv4,105
2026-06-01,ct2,ch08,dv4,106
2026-07-01,ct3,ch08,dv4,100
2026-06-01,ct4,ch08,dv4,101
2026-07-01,ct0,ch08,dv5,102
2026-06-01,ct1,ch08,dv5,103
2026-07-01,ct2,ch08,dv5,104
2026-06-01,ct3,ch08,dv5,105
2026-07-01,ct4,ch08,dv5,106
2026-06-01,ct0,ch08,dv6,100
2026-07-01,ct1,ch08,dv6,101
2026-06-01,ct2,ch08,dv6,102
2026-07-01,ct3,ch08,dv6,103
2026-06-01,ct4,ch08,dv6,104
2026-07-01,ct0,ch08,dv7,105
2026-06-01,ct1,ch08,dv7,106
2026-07-01,ct2,ch08,dv7,100
2026-06-01,ct3,ch08,dv7,101
2026-07-01,ct4,ch08,dv7,102
2026-06-01,ct0,ch09,dv0,103
2026-07-01,ct1,ch09,dv0,104
2026-06-01,ct2,ch09,dv0,105
2026-07-01,ct3,ch09,dv0,106
2026-06-01,ct4,ch09,dv0,100
2026-07-01,ct0,ch09,dv1,101
2026-06-01,ct1,ch09,dv1,102
2026-07-01,ct2,ch09,dv1,103
2026-06-01,ct3,ch09,dv1,104
2026-07-01,ct4,ch09,dv1,105
2026-06-01,ct0,ch09,dv2,106
2026-07-01,ct1,ch09,dv2,100
2026-06-01,ct2,ch09,dv2,101
2026-07-01,ct3,ch09,dv2,102
2026-06-01,ct4,ch09,dv2,103
2026-07-01,ct0,ch09,dv3,104
2026-06-01,ct1,ch09,dv3,105
2026-07-01,ct2,ch09,dv3,106
2026-06-01,ct3,ch09,dv3,100
2026-07-01,ct4,ch09,dv3,101
2026-06-01,ct0,ch09,dv4,102
2026-07-01,ct1,ch09,dv4,103
2026-06-01,ct2,ch09,dv4,104
2026-07-01,ct3,ch09,dv4,105
2026-06-01,ct4,ch09,dv4,106
2026-07-01,ct0,ch09,dv5,100
2026-06-01,ct1,ch09,dv5,101
2026-07-01,ct2,ch09,dv5,102
2026-06-01,ct3,ch09,dv5,103
2026-07-01,ct4,ch09,dv5,104
2026-06-01,ct0,ch09,dv6,105
2026-07-01,ct1,ch09,dv6,106
2026-06-01,ct2,ch09,dv6,100
2026-07-01,ct3,ch09,dv6,101
2026-06-01,ct4,ch09,dv6,102
2026-07-01,ct0,ch09,dv7,103
2026-06-01,ct1,ch09,dv7,104
2026-07-01,ct2,ch09,dv7,105
2026-06-01,ct3,ch09,dv7,106
2026-07-01,ct4,ch09,dv7,100
2026-06-01,ct0,ch10,dv0,101
2026-07-01,ct1,ch10,dv0,102
2026-06-01,ct2,ch10,dv0,103
2026-07-01,ct3,ch10,dv0,104
2026-06-01,ct4,ch10,dv0,105
2026-07-01,ct0,ch10,dv1,106
2026-06-01,ct1,ch10,dv1,100
2026-07-01,ct2,ch10,dv1,101
2026-06-01,ct3,ch10,dv1,102
2026-07-01,ct4,ch10,dv1,103
2026-06-01,ct0,ch10,dv2,104
2026-07-01,ct1,ch10,dv2,105
2026-06-01,ct2,ch10,dv2,106
2026-07-01,ct3,ch10,dv2,100
2026-06-01,ct4,ch10,dv2,101
2026-07-01,ct0,ch10,dv3,102
2026-06-01,ct1,ch10,dv3,103
2026-07-01,ct2,ch10,dv3,104
2026-06-01,ct3,ch10,dv3,105
2026-07-01,ct4,ch10,dv3,106
2026-06-01,ct0,ch10,dv4,100
2026-07-01,ct1,ch10,dv4,101
2026-06-01,ct2,ch10,dv4,102
2026-07-01,ct3,ch10,dv4,103
2026-06-01,ct4,ch10,dv4,104
2026-07-01,ct0,ch10,dv5,105
2026-06-01,ct1,ch10,dv5,106
2026-07-01,ct2,ch10,dv5,100
2026-06-01,ct3,ch10,dv5,101
2026-07-01,ct4,ch10,dv5,102
2026-06-01,ct0,ch10,dv6,103
2026-07-01,ct1,ch10,dv6,104
2026-06-01,ct2,ch10,dv6,105
2026-07-01,ct3,ch10,dv6,106
2026-06-01,ct4,ch10,dv6,100
2026-07-01,ct0,ch10,dv7,101
2026-06-01,ct1,ch10,dv7,102
2026-07-01,ct2,ch10,dv7,103
2026-06-01,ct3,ch10,dv7,104
2026-07-01,ct4,ch10,dv7,105
2026-06-01,ct0,ch11,dv0,106
2026-07-01,ct1,ch11,dv0,100
2026-06-01,ct2,ch11,dv0,101
2026-07-01,ct3,ch11,dv0,102
2026-06-01,ct4,ch11,dv0,103
2026-07-01,ct0,ch11,dv1,104
2026-06-01,ct1,ch11,dv1,105
2026-07-01,ct2,ch11,dv1,106
2026-06-01,ct3,ch11,dv1,100
2026-07-01,ct4,ch11,dv1,101
2026-06-01,ct0,ch11,dv2,102
2026-07-01,ct1,ch11,dv2,103
2026-06-01,ct2,ch11,dv2,104
2026-07-01,ct3,ch11,dv2,105
2026-06-01,ct4,ch11,dv2,106
2026-07-01,ct0,ch11,dv3,100
2026-06-01,ct1,ch11,dv3,101
2026-07-01,ct2,ch11,dv3,102
2026-06-01,ct3,ch11,dv3,103
2026-07-01,ct4,ch11,dv3,104
2026-06-01,ct0,ch11,dv4,105
2026-07-01,ct1,ch11,dv4,106
2026-06-01,ct2,ch11,dv4,100
2026-07-01,ct3,ch11,dv4,101
2026-06-01,ct4,ch11,dv4,102
2026-07-01,ct0,ch11,dv5,103
2026-06-01,ct1,ch11,dv5,104
2026-07-01,ct2,ch11,dv5,105
2026-06-01,ct3,ch11,dv5,106
2026-07-01,ct4,ch11,dv5,100
2026-06-01,ct0,ch11,dv6,101
2026-07-01,ct1,ch11,dv6,102
2026-06-01,ct2,ch11,dv6,103
2026-07-01,ct3,ch11,dv6,104
2026-06-01,ct4,ch11,dv6,105
2026-07-01,ct0,ch11,dv7,106
2026-06-01,ct1,ch11,dv7,100
2026-07-01,ct2,ch11,dv7,101
2026-06-01,ct3,ch11,dv7,102
2026-07-01,ct4,ch11,dv7,103
2026-06-01,ct0,ch12,dv0,104
2026-07-01,ct1,ch12,dv0,105
2026-06-01,ct2,ch12,dv0,106
2026-07-01,ct3,ch12,dv0,100
2026-06-01,ct4,ch12,dv0,101
2026-07-01,ct0,ch12,dv1,102
2026-06-01,ct1,ch12,dv1,103
2026-07-01,ct2,ch12,dv1,104
2026-06-01,ct3,ch12,dv1,105
2026-07-01,ct4,ch12,dv1,106
2026-06-01,ct0,ch12,dv2,100
2026-07-01,ct1,ch12,dv2,101
2026-06-01,ct2,ch12,dv2,102
2026-07-01,ct3,ch12,dv2,103
2026-06-01,ct4,ch12,dv2,104
2026-07-01,ct0,ch12,dv3,105
2026-06-01,ct1,ch12,dv3,106
2026-07-01,ct2,ch12,dv3,100
2026-06-01,ct3,ch12,dv3,101
2026-07-01,ct4,ch12,dv3,102
2026-06-01,ct0,ch12,dv4,103
2026-07-01,ct1,ch12,dv4,104
2026-06-01,ct2,ch12,dv4,105
2026-07-01,ct3,ch12,dv4,106
2026-06-01,ct4,ch12,dv4,100
2026-07-01,ct0,ch12,dv5,101
2026-06-01,ct1,ch12,dv5,102
2026-07-01,ct2,ch12,dv5,103
2026-06-01,ct3,ch12,dv5,104
2026-07-01,ct4,ch12,dv5,105
2026-06-01,ct0,ch12,dv6,106
2026-07-01,ct1,ch12,dv6,100
2026-06-01,ct2,ch12,dv6,101
2026-07-01,ct3,ch12,dv6,102
2026-06-01,ct4,ch12,dv6,103
2026-07-01,ct0,ch12,dv7,104
2026-06-01,ct1,ch12,dv7,105
2026-07-01,ct2,ch12,dv7,106
2026-06-01,ct3,ch12,dv7,100
2026-07-01,ct4,ch12,dv7,101
2026-06-01,ct0,ch13,dv0,102
2026-07-01,ct1,ch13,dv0,103
2026-06-01,ct2,ch13,dv0,104
2026-07-01,ct3,ch13,dv0,105
2026-06-01,ct4,ch13,dv0,106
2026-07-01,ct0,ch13,dv1,100
2026-06-01,ct1,ch13,dv1,101
2026-07-01,ct2,ch13,dv1,102
2026-06-01,ct3,ch13,dv1,103
2026-07-01,ct4,ch13,dv1,104
2026-06-01,ct0,ch13,dv2,105
2026-07-01,ct1,ch13,dv2,106
2026-06-01,ct2,ch13,dv2,100
2026-07-01,ct3,ch13,dv2,101
2026-06-01,ct4,ch13,dv2,102
2026-07-01,ct0,ch13,dv3,103
2026-06-01,ct1,ch13,dv3,104
2026-07-01,ct2,ch13,dv3,105
2026-06-01,ct3,ch13,dv3,106
2026-07-01,ct4,ch13,dv3,100
2026-06-01,ct0,ch13,dv4,101
2026-07-01,ct1,ch13,dv4,102
2026-06-01,ct2,ch13,dv4,103
2026-07-01,ct3,ch13,dv4,104
2026-06-01,ct4,ch13,dv4,105
2026-07-01,ct0,ch13,dv5,106
2026-06-01,ct1,ch13,dv5,100
2026-07-01,ct2,ch13,dv5,101
2026-06-01,ct3,ch13,dv5,102
2026-07-01,ct4,ch13,dv5,103
2026-06-01,ct0,ch13,dv6,104
2026-07-01,ct1,ch13,dv6,105
2026-06-01,ct2,ch13,dv6,106
2026-07-01,ct3,ch13,dv6,100
2026-06-01,ct4,ch13,dv6,101
2026-07-01,ct0,ch13,dv7,102
2026-06-01,ct1,ch13,dv7,103
2026-07-01,ct2,ch13,dv7,104
2026-06-01,ct3,ch13,dv7,105
2026-07-01,ct4,ch13,dv7,106
2026-06-01,ct0,ch14,dv0,100
2026-07-01,ct1,ch14,dv0,101
2026-06-01,ct2,ch14,dv0,102
2026-07-01,ct3,ch14,dv0,103
2026-06-01,ct4,ch14,dv0,104
2026-07-01,ct0,ch14,dv1,105
2026-06-01,ct1,ch14,dv1,106
2026-07-01,ct2,ch14,dv1,100
2026-06-01,ct3,ch14,dv1,101
2026-07-01,ct4,ch14,dv1,102
2026-06-01,ct0,ch14,dv2,103
2026-07-01,ct1,ch14,dv2,104
2026-06-01,ct2,ch14,dv2,105
2026-07-01,ct3,ch14,dv2,106
2026-06-01,ct4,ch14,dv2,100
2026-07-01,ct0,ch14,dv3,101
2026-06-01,ct1,ch14,dv3,102
2026-07-01,ct2,ch14,dv3,103
2026-06-01,ct3,ch14,dv3,104
2026-07-01,ct4,ch14,dv3,105
2026-06-01,ct0,ch14,dv4,106
2026-07-01,ct1,ch14,dv4,100
2026-06-01,ct2,ch14,dv4,101
2026-07-01,ct3,ch14,dv4,102
2026-06-01,ct4,ch14,dv4,103
2026-07-01,ct0,ch14,dv5,104
2026-06-01,ct1,ch14,dv5,105
2026-07-01,ct2,ch14,dv5,106
2026-06-01,ct3,ch14,dv5,100
2026-07-01,ct4,ch14,dv5,101
2026-06-01,ct0,ch14,dv6,102
2026-07-01,ct1,ch14,dv6,103
2026-06-01,ct2,ch14,dv6,104
2026-07-01,ct3,ch14,dv6,105
2026-06-01,ct4,ch14,dv6,106
2026-07-01,ct0,ch14,dv7,100
2026-06-01,ct1,ch14,dv7,101
2026-07-01,ct2,ch14,dv7,102
2026-06-01,ct3,ch14,dv7,103
2026-07-01,ct4,ch14,dv7,104
2026-06-01,ct0,ch15,dv0,105
2026-07-01,ct1,ch15,dv0,106
2026-06-01,ct2,ch15,dv0,100
2026-07-01,ct3,ch15,dv0,101
2026-06-01,ct4,ch15,dv0,102
2026-07-01,ct0,ch15,dv1,103
2026-06-01,ct1,ch15,dv1,104
2026-07-01,ct2,ch15,dv1,105
2026-06-01,ct3,ch15,dv1,106
2026-07-01,ct4,ch15,dv1,100
2026-06-01,ct0,ch15,dv2,101
2026-07-01,ct1,ch15,dv2,102
2026-06-01,ct2,ch15,dv2,103
2026-07-01,ct3,ch15,dv2,104
2026-06-01,ct4,ch15,dv2,105
2026-07-01,ct0,ch15,dv3,106
2026-06-01,ct1,ch15,dv3,100
2026-07-01,ct2,ch15,dv3,101
2026-06-01,ct3,ch15,dv3,102
2026-07-01,ct4,ch15,dv3,103
2026-06-01,ct0,ch15,dv4,104
2026-07-01,ct1,ch15,dv4,105
2026-06-01,ct2,ch15,dv4,106
2026-07-01,ct3,ch15,dv4,100
2026-06-01,ct4,ch15,dv4,101
2026-07-01,ct0,ch15,dv5,102
2026-06-01,ct1,ch15,dv5,103
2026-07-01,ct2,ch15,dv5,104
2026-06-01,ct3,ch15,dv5,105
2026-07-01,ct4,ch15,dv5,106
2026-06-01,ct0,ch15,dv6,100
2026-07-01,ct1,ch15,dv6,101
2026-06-01,ct2,ch15,dv6,102
2026-07-01,ct3,ch15,dv6,103
2026-06-01,ct4,ch15,dv6,104
2026-07-01,ct0,ch15,dv7,105
2026-06-01,ct1,ch15,dv7,106
2026-07-01,ct2,ch15,dv7,100
2026-06-01,ct3,ch15,dv7,101
2026-07-01,ct4,ch15,dv7,102
2026-06-01,ct0,ch16,dv0,103
2026-07-01,ct1,ch16,dv0,104
2026-06-01,ct2,ch16,dv0,105
2026-07-01,ct3,ch16,dv0,106
2026-06-01,ct4,ch16,dv0,100
2026-07-01,ct0,ch16,dv1,101
2026-06-01,ct1,ch16,dv1,102
2026-07-01,ct2,ch16,dv1,103
2026-06-01,ct3,ch16,dv1,104
2026-07-01,ct4,ch16,dv1,105
2026-06-01,ct0,ch16,dv2,106
2026-07-01,ct1,ch16,dv2,100
2026-06-01,ct2,ch16,dv2,101
2026-07-01,ct3,ch16,dv2,102
2026-06-01,ct4,ch16,dv2,103
2026-07-01,ct0,ch16,dv3,104
2026-06-01,ct1,ch16,dv3,105
2026-07-01,ct2,ch16,dv3,106
2026-06-01,ct3,ch16,dv3,100
2026-07-01,ct4,ch16,dv3,101
2026-06-01,ct0,ch16,dv4,102
2026-07-01,ct1,ch16,dv4,103
2026-06-01,ct2,ch16,dv4,104
2026-07-01,ct3,ch16,dv4,105
2026-06-01,ct4,ch16,dv4,106
